Codigo;Hijos;Sexo Jefe;Tipo Union;Edad Jefe;Region;Cantidad de personas;Estrato vivienda;Trabajo Jefe;Ingresos totales;Uso tecnologia Jefe;Edu Jefe;Afiliacion salud;N cuartos;N cuartos dormir;Valor Electricidad;N usos Lavadora
7122261-1;0;2;5;24;4;4;3;1;2794666;2;3;1;5;3;25000;0
7122262-1;0;1;5;21;4;1;3;1;1460000;2;3;1;1;1;0;0
7122264-1;2;2;4;68;4;4;1;4;1480000;2;1;1;4;3;39000;2
7122268-1;4;2;4;47;4;5;1;2;627500;0;1;1;3;2;17000;0
7122270-1;2;2;5;53;4;3;1;4;1314000;0;1;1;3;2;12000;0
7122271-1;2;2;5;45;4;3;1;1;550000;2;1;1;3;2;28600;0
7122272-1;4;2;3;61;4;5;1;4;320000;0;1;1;3;2;30000;0
7122273-1;2;2;3;56;4;6;1;4;1330000;0;1;1;3;2;25000;0
7122274-1;0;2;5;60;4;1;1;1;330000;0;0;1;3;1;28000;0
7122275-1;2;2;4;53;4;4;1;1;1925116;2;3;1;7;4;75600;2
7122277-1;1;2;5;59;4;3;1;2;305000;0;1;1;3;2;9200;0
7122282-1;1;2;6;38;4;2;1;1;880000;1;1;1;3;1;55000;0
7122284-1;1;2;4;36;4;3;1;4;466666;2;3;1;3;2;12900;1
7122285-1;1;2;2;35;4;2;1;1;951666;0;1;1;3;2;21000;1
7122287-1;1;1;4;45;4;2;1;1;854166;2;1;1;3;2;19000;0
7122289-1;1;2;4;35;4;2;1;1;350000;2;1;1;3;2;16000;0
7122291-1;2;1;4;37;4;3;1;1;500000;0;1;1;4;3;8200;0
7122292-1;2;2;4;51;4;5;1;1;715000;0;1;1;3;3;15000;2
7122293-1;1;1;4;73;4;5;1;5;354166;0;1;1;3;2;32000;0
7122296-1;2;2;4;49;4;3;1;1;850000;2;1;1;3;2;21000;0
7122298-1;2;2;1;44;4;3;1;1;417500;0;1;1;3;2;86000;2
7122300-1;3;2;2;50;4;7;1;4;260000;0;1;1;3;2;26000;0
7122302-1;3;2;3;55;4;9;1;4;1916000;0;1;1;4;3;45000;2
7122306-1;1;2;3;65;4;4;1;4;1585000;0;1;1;3;2;17000;0
7122307-1;2;2;3;80;4;4;1;5;300000;0;1;1;3;2;18100;0
7122308-1;1;2;5;46;4;2;1;5;6561666;0;1;1;3;2;43000;0
7122314-1;0;2;5;48;3;2;1;1;1405365;2;3;1;3;2;18940;1
7122315-1;2;2;4;48;3;3;2;1;1664000;2;1;1;4;3;45000;2
7122319-1;1;1;3;54;3;2;2;1;2550000;0;1;1;4;2;13000;2
7122320-1;1;2;4;44;3;3;2;2;340000;0;1;1;4;3;24000;2
7122321-2;0;1;5;43;3;1;2;1;1100000;0;1;1;1;1;0;0
7122321-3;0;1;5;40;3;1;2;1;980000;0;1;1;1;1;0;0
7122321-4;0;1;5;16;3;1;2;1;500000;0;1;2;1;1;0;0
7122322-1;0;1;5;86;3;1;2;6;360000;0;1;1;2;1;23900;0
7122323-1;0;2;5;69;3;2;2;6;800000;2;1;1;4;2;41000;2
7122324-1;0;2;5;52;3;1;2;1;500000;2;1;1;4;1;48000;1
7122327-1;0;2;4;48;3;1;2;5;25000;2;3;1;4;1;25000;0
7122328-1;1;2;4;34;3;2;2;1;700000;0;1;1;3;1;18000;0
7122331-1;2;2;2;56;3;3;2;4;2513366;2;1;1;4;3;37000;2
7122333-1;0;1;4;34;3;1;2;1;2812500;2;3;1;3;1;39000;2
7122342-1;2;2;4;35;3;3;1;1;883333;2;1;1;3;2;18000;0
7122351-1;0;1;5;34;3;1;1;1;1400000;2;1;2;1;1;80000;2
7122355-1;0;1;4;65;3;1;4;6;800000;2;3;1;3;1;30000;1
7122356-1;0;1;5;82;3;1;2;4;65833;0;0;1;3;1;25500;0
7122362-1;0;2;3;70;3;1;1;4;99166;0;0;1;2;1;20000;0
7122363-1;0;1;5;40;3;3;1;1;50000;0;0;1;2;2;15000;0
7122365-1;3;2;5;33;3;4;1;4;1030000;2;1;1;2;2;80000;0
7122366-1;0;2;5;57;3;3;1;4;400000;0;1;1;3;2;32000;0
7122371-1;1;2;6;40;3;2;2;2;138333;2;3;1;3;2;40000;2
7122372-1;0;2;3;76;3;2;1;4;425166;0;1;1;3;2;35000;0
7122375-1;2;2;3;74;3;3;2;4;2624157;0;1;1;4;3;30000;2
7122378-1;0;2;4;59;3;3;2;4;427500;0;1;1;3;1;24700;1
7122381-1;0;2;4;72;3;1;2;4;828116;0;1;1;2;1;0;1
7122382-1;1;2;3;63;3;2;2;4;3821433;2;1;1;4;2;25000;2
7122383-1;0;2;6;24;3;1;2;1;1197032;2;3;1;2;1;22000;1
7122385-1;0;1;5;21;3;2;5;3;1300000;2;3;1;4;2;22000;1
7122386-1;1;2;5;78;3;3;3;4;2783333;2;1;1;4;3;60000;2
7122389-1;1;2;6;44;3;2;4;1;9833333;2;3;2;4;2;0;2
7122392-1;2;2;5;52;3;4;3;1;3575000;2;2;1;4;3;45000;2
7122395-1;1;2;4;33;3;2;3;3;627343;2;3;2;2;1;0;2
7122396-1;1;2;4;75;3;3;2;4;2100341;0;1;1;3;2;25000;1
7122397-1;0;2;4;56;3;1;2;4;0;0;0;1;1;1;8000;0
7122398-1;0;2;3;91;3;2;4;6;8265000;0;1;1;4;2;200000;2
7122402-1;1;2;3;69;3;3;4;4;3066666;0;1;1;4;3;112000;2
7122404-1;0;1;5;38;3;1;3;1;1294314;2;1;1;2;1;50000;1
7122406-1;0;1;5;27;3;4;4;2;2483481;2;3;2;3;2;125000;0
7122407-1;0;2;3;78;3;1;4;4;2228116;0;1;1;4;1;100000;1
7122409-1;0;2;4;59;3;1;5;4;83333;0;1;1;1;1;0;0
7122414-1;0;2;3;78;3;1;5;6;5633333;0;1;1;3;1;112189;1
7122415-1;2;2;3;42;6;3;3;4;2273000;2;1;1;3;2;41000;2
7122417-1;0;2;3;79;6;1;2;4;1528000;0;1;1;2;1;84000;1
7122420-1;0;1;5;40;6;2;3;1;2416666;2;3;1;2;2;150000;1
7122421-1;3;2;3;63;6;10;2;4;4587783;0;1;1;7;5;85000;4
7122423-1;3;2;6;42;6;5;3;4;400000;2;1;1;5;4;58000;3
7122427-1;2;2;5;36;6;4;2;4;0;2;1;1;5;3;44000;0
7122431-1;0;2;5;37;6;4;3;1;1675000;2;2;1;2;2;190000;1
7122433-1;2;1;4;44;6;5;1;1;4256666;2;3;1;7;4;29000;2
7122434-1;0;2;4;55;6;1;1;1;1059616;0;1;1;2;1;6000;1
7122435-1;0;1;5;50;6;1;1;1;1844666;0;1;1;1;1;9000;1
7122437-1;2;2;5;55;6;4;1;1;2904033;0;1;1;3;2;1900;0
7122442-1;0;1;5;63;6;1;1;6;1950000;0;1;1;1;1;52000;0
7122443-1;0;1;5;37;6;1;1;1;1400000;0;1;1;2;1;105000;0
7122444-1;0;2;5;71;6;1;1;4;697500;0;0;1;4;1;40000;2
7122449-1;1;2;4;56;6;7;1;1;1003083;0;1;1;4;4;80000;4
7122450-1;1;2;5;37;6;3;1;1;750000;0;1;1;3;2;20000;1
7122451-1;0;1;5;67;6;1;3;4;3000000;0;1;1;3;1;80000;1
7122454-1;1;2;4;51;6;3;3;1;3148333;0;1;1;4;3;47000;2
7122458-1;1;2;5;46;6;2;3;1;1563182;2;3;1;2;2;60000;2
7122462-1;0;2;5;31;9;1;2;1;2500000;2;3;1;4;1;120000;1
7122463-1;1;1;5;56;9;2;2;1;1300000;2;3;1;4;2;150000;2
7122464-1;0;2;5;54;9;7;2;1;1591666;0;1;1;5;3;300000;2
7122466-1;0;1;4;42;9;1;2;2;0;2;3;1;1;1;14000;0
7122469-1;2;2;4;49;9;4;1;1;988666;2;1;1;4;3;40000;2
7122470-1;1;2;4;43;9;2;1;1;993333;0;1;1;3;1;16000;0
7122470-2;1;2;4;25;9;2;1;1;528333;2;3;1;2;1;17000;1
7122472-1;0;2;3;78;9;4;2;4;3435833;0;1;1;4;2;244000;2
7122473-1;1;2;4;32;9;2;2;1;828126;2;3;1;3;2;50000;2
7122474-1;1;2;4;27;9;2;1;1;965000;2;3;1;2;1;40000;1
7122477-1;2;1;4;68;9;3;2;5;1508122;0;1;1;5;4;70000;2
7122479-1;2;2;5;59;9;3;1;4;3125000;2;1;1;5;3;80000;2
7122480-1;0;2;4;54;9;2;2;4;579166;0;1;1;3;2;60000;2
7122482-1;3;2;4;27;9;8;1;1;367500;0;1;1;3;2;80000;0
7122486-1;2;2;4;32;9;8;1;1;850000;2;3;2;2;2;6000;0
7122487-1;1;2;4;52;9;5;1;1;642500;2;0;1;3;2;37000;0
7122489-1;0;2;3;57;9;1;0;4;376666;0;1;1;2;1;0;1
7122490-1;0;1;4;78;9;1;1;1;1000000;0;1;1;2;1;45000;1
7122493-1;2;2;5;29;9;2;0;4;150000;0;1;2;2;1;0;0
7122499-1;1;2;4;41;9;2;1;4;25350000;0;1;1;4;2;13000;2
7122501-1;0;1;5;66;9;1;0;5;140000;0;1;1;1;1;0;0
7122502-1;0;2;4;46;9;1;1;4;425000;0;1;1;1;1;51000;2
7122504-1;0;1;2;72;9;1;1;6;470000;0;0;1;2;1;15000;0
7122508-1;2;2;4;28;9;3;1;4;179166;0;1;2;1;1;13000;0
7122510-1;0;2;3;66;9;1;1;4;370833;0;1;1;1;1;25000;0
7122517-1;0;2;3;84;9;4;1;4;150000;0;1;1;3;2;68000;1
7122521-1;0;2;3;82;9;2;2;5;1508333;0;0;1;3;2;15000;0
7122530-1;0;1;3;74;9;1;1;4;202500;0;1;1;2;1;32000;0
7122534-1;1;1;4;67;9;4;3;4;1350000;0;1;1;4;3;55000;0
7122537-1;1;2;4;58;9;2;1;1;486000;0;1;1;4;2;57000;0
7122546-1;3;1;3;53;9;4;1;1;2906666;2;1;1;4;4;57000;1
7122555-1;1;2;4;61;9;3;2;4;2417500;0;1;1;2;2;120000;2
7122559-1;0;1;5;58;9;1;1;4;800000;1;1;1;4;1;10100;0
7122570-1;0;1;5;40;9;1;1;1;350000;0;1;1;2;1;0;0
7122573-1;0;2;5;45;9;1;1;1;4433333;2;3;1;1;1;20000;0
7122577-1;0;2;4;52;9;3;1;1;1425000;0;1;1;2;1;7000;0
7122579-1;0;1;5;57;9;4;1;1;1920000;0;1;1;5;4;21000;1
7122587-1;0;2;3;79;9;3;1;4;58333;0;1;1;2;1;18000;0
7122588-1;0;1;5;59;9;4;1;1;1480000;0;1;1;4;3;7000;1
7122593-1;0;1;5;20;9;5;1;3;58333;2;3;1;6;4;48200;0
7122594-1;2;2;4;44;9;4;1;1;2660000;0;1;1;4;3;27300;0
7122604-1;1;1;4;59;9;2;1;4;100000;0;1;1;2;1;0;0
7122606-1;0;2;5;52;9;1;1;1;11400000;0;1;1;3;1;7000;3
7122607-1;0;2;4;61;9;1;1;1;1000000;2;1;2;1;1;48000;0
7122608-1;1;2;3;64;9;2;1;4;1990000;0;1;1;6;2;8000;2
7122609-1;0;2;2;55;9;2;1;1;4400000;0;1;1;5;1;13000;0
7122610-1;0;2;5;33;9;1;1;1;5091666;2;3;1;4;3;28000;1
7122611-1;0;2;6;66;9;1;1;4;100000;0;0;1;3;1;7000;0
7122616-1;1;2;5;20;9;5;1;1;465000;0;1;1;2;2;7000;0
7122622-1;1;2;4;38;9;2;1;3;500000;0;1;1;3;2;6000;0
7122623-1;1;2;4;52;9;2;1;4;858500;0;1;1;3;1;7000;0
7122628-1;0;2;4;54;9;1;1;1;2733333;0;3;1;1;1;0;1
7122632-1;0;2;5;58;9;1;1;1;1860000;0;1;1;1;1;21500;0
7122633-1;1;2;5;28;9;2;1;1;2550000;2;3;1;1;1;7500;0
7122634-1;0;2;5;58;9;1;1;1;7318333;2;3;1;1;1;21500;0
7122635-1;0;2;4;51;9;1;1;1;2616666;2;3;1;1;1;25000;0
7122636-1;2;2;5;46;9;5;1;4;5393333;2;1;1;4;3;26000;3
7122637-1;0;1;2;42;9;1;1;1;2692500;2;3;1;1;1;25000;0
7122650-1;0;2;3;63;9;1;1;4;220833;0;1;1;1;1;0;0
7122652-1;2;2;4;42;9;3;0;1;2864000;0;1;1;4;3;7000;0
7122654-1;3;2;4;45;9;7;1;1;2234583;0;1;1;2;1;7000;0
7122657-1;1;2;5;75;9;2;1;4;1318583;0;1;1;2;2;8000;2
7122661-1;0;2;3;66;9;4;1;4;3040000;0;1;1;4;3;10000;0
7122664-1;1;2;5;54;9;2;1;1;5200000;0;1;1;3;2;7000;0
7122667-1;1;2;5;38;9;2;1;1;1500000;2;1;1;3;2;7000;3
7122668-1;0;1;5;47;9;1;1;1;1200000;0;1;1;2;1;56000;2
7122670-1;0;1;5;32;9;1;1;4;400000;2;1;1;3;2;7000;2
7122674-1;0;1;5;72;9;1;1;4;200000;0;1;1;2;2;47000;0
7122675-1;0;1;6;56;9;1;1;1;800000;2;3;1;3;2;57000;1
7122677-1;1;2;4;43;9;2;1;1;577500;0;0;1;1;1;250000;0
7122680-1;0;2;3;68;9;1;1;4;375000;0;0;1;2;1;21000;0
7122686-1;1;2;6;65;9;5;1;4;3535833;0;1;1;4;2;30500;2
7122688-1;0;1;5;44;9;2;1;1;1520000;2;1;1;4;3;17000;2
7122697-1;1;2;5;31;9;3;2;1;1957500;2;3;1;3;2;90000;2
7122698-1;1;2;4;51;9;2;1;4;475000;0;1;1;3;2;53000;2
7122699-1;2;2;3;46;9;4;1;1;2746500;2;2;1;2;1;28000;0
7122700-1;0;1;5;45;9;1;1;1;959500;0;1;1;1;1;0;2
7122702-1;0;2;5;22;9;1;1;2;828000;2;3;1;1;1;0;0
7122703-1;1;1;5;37;9;2;1;1;885000;0;0;1;2;1;12575;0
7122704-1;0;2;5;20;9;2;1;1;930500;2;3;1;3;2;0;0
7122705-1;1;1;3;69;9;3;2;2;3600000;0;1;1;5;2;85000;2
7122706-1;2;2;6;35;9;3;2;4;955000;2;1;1;2;1;0;2
7122708-1;0;2;5;76;9;1;2;6;1368333;0;0;1;2;1;36000;0
7122709-1;0;1;5;29;9;1;1;2;1028116;2;3;1;3;1;30000;0
7122710-1;0;2;3;71;9;1;1;4;760000;0;0;1;4;1;30000;1
7122711-1;0;1;5;23;9;1;1;1;2270365;2;3;1;2;1;0;2
7122717-1;0;1;2;38;9;1;1;1;400000;0;1;1;2;1;20000;0
7122718-1;2;2;4;39;9;3;1;1;2350000;2;3;1;3;2;12000;0
7122722-1;0;2;5;28;9;1;2;1;3000000;2;3;1;1;1;56000;0
7122723-1;0;1;3;64;9;1;2;1;1016666;2;1;1;3;1;65000;1
7122724-1;0;2;5;27;9;1;2;1;4298000;2;3;1;1;1;56000;0
7122725-1;1;2;6;65;9;2;1;1;3370000;2;1;1;6;2;10800;0
7122727-1;0;2;3;69;9;1;2;1;700000;0;1;1;2;1;20000;0
7122729-1;0;2;5;30;9;1;1;2;200000;2;3;1;3;2;20000;2
7122730-1;0;1;6;47;9;1;1;1;4830000;2;3;1;4;2;20000;0
7122731-1;0;1;5;22;9;1;1;1;550000;2;3;1;1;1;40200;0
7122732-1;0;1;5;23;9;1;1;1;650000;2;1;2;2;1;0;2
7122733-1;0;1;5;22;9;1;1;1;2000000;2;3;1;1;1;50000;0
7122735-1;2;2;6;36;9;3;2;1;450000;2;1;1;3;2;220000;0
7122736-1;0;1;4;38;9;1;2;1;1000000;2;3;2;1;1;15000;0
7122737-1;1;2;3;39;9;3;1;1;372500;0;3;1;3;3;18500;0
7122738-1;2;2;4;50;9;3;1;1;680000;0;1;1;4;2;20000;0
7122739-1;0;2;4;73;9;1;1;1;505000;0;1;1;3;1;22000;0
7122740-1;0;1;4;47;9;1;2;1;1500000;2;1;1;3;1;22000;0
7122741-1;0;2;3;66;9;1;1;4;150000;0;0;1;3;1;4300;0
7122743-1;0;1;5;26;9;1;1;1;3236666;2;3;1;1;1;0;0
7122746-1;0;2;3;69;9;1;1;1;333333;0;1;1;4;1;14100;0
7122747-1;0;1;4;77;9;2;1;6;546666;0;0;1;4;2;10000;0
7122750-1;4;2;6;28;9;4;1;1;958116;2;3;1;7;2;15000;2
7122755-1;1;2;5;22;9;2;1;1;370000;0;3;1;6;2;25000;0
7122757-1;0;1;4;40;9;1;1;1;376000;0;0;1;3;1;0;0
7122761-1;0;1;4;75;9;1;1;6;260000;0;1;1;3;2;8000;0
7122762-1;0;2;2;24;9;1;2;1;580000;2;3;1;1;1;36200;2
7122763-1;0;1;4;62;9;1;1;1;4325000;0;1;1;3;1;10000;0
7122764-1;0;2;5;35;9;1;1;1;3716666;2;3;1;3;1;20000;0
7122764-2;0;1;5;39;9;1;1;1;1500000;2;3;1;1;1;0;0
7122765-1;1;2;1;24;9;2;2;6;445000;2;3;1;1;1;0;0
7122766-1;0;1;5;18;9;1;1;1;702500;2;1;1;2;1;12000;2
7122770-1;0;1;5;21;9;1;1;1;800000;0;1;1;1;1;10000;0
7122776-1;0;1;6;60;9;1;1;1;808083;0;1;1;3;1;25000;0
7122782-1;0;1;2;53;9;2;2;1;1861666;0;3;1;5;2;42200;0
7122792-1;0;1;2;63;9;1;1;1;450000;0;1;1;2;1;22300;0
7122793-1;0;2;5;51;9;3;1;4;1422166;0;1;1;3;2;9200;2
7122795-1;0;1;6;69;9;1;1;1;300000;0;1;1;2;1;13000;0
7122799-1;0;2;6;61;9;1;1;1;400000;0;1;1;3;1;37000;2
7122802-1;0;1;4;39;9;1;1;1;750000;0;1;1;1;1;20000;2
7122804-1;0;2;3;76;9;2;0;4;550000;0;1;1;3;1;0;0
7122805-1;0;2;3;65;9;1;1;4;441666;0;1;1;2;1;112000;0
7122811-1;0;1;5;72;9;1;1;6;250000;0;1;2;3;2;1000;0
7122816-1;0;1;5;34;9;1;1;1;5323333;2;3;1;2;1;30000;1
7122818-1;0;1;3;66;9;1;2;1;700000;0;1;1;4;1;30000;0
7122824-1;0;1;5;16;9;1;1;3;205000;0;3;1;3;1;3000;0
7122829-1;0;1;4;55;9;1;1;1;320000;0;1;1;3;1;66000;0
7122831-1;0;2;5;19;1;3;2;3;490000;2;3;1;3;2;70000;2
7122835-1;0;2;4;79;1;2;2;5;2595000;0;1;1;3;2;54500;2
7122838-1;1;2;4;28;1;2;1;2;229166;2;3;1;2;1;23000;1
7122845-1;0;2;5;63;1;3;3;4;3679166;2;1;1;5;2;130000;1
7122847-1;1;2;3;72;1;3;3;5;10500000;2;1;1;5;2;220000;2
7122848-1;0;2;4;59;1;1;3;1;5720833;2;3;1;4;1;110000;2
7122850-1;2;1;4;64;1;3;1;4;2120000;0;1;1;3;2;200000;0
7122855-1;1;2;4;51;1;3;1;1;1367544;2;1;1;3;2;30000;0
7122861-1;0;1;4;60;1;1;1;1;783333;2;1;1;3;1;40000;0
7122863-1;0;2;5;49;1;3;1;6;3500000;2;3;1;4;2;70000;3
7122865-1;0;1;5;25;1;1;1;2;874916;1;1;1;2;1;47000;1
7122867-1;0;2;5;65;1;1;1;1;1300000;0;1;1;3;1;70000;0
7122869-1;0;1;4;25;1;1;1;1;220000;2;1;1;2;1;0;0
7122873-1;1;2;4;34;1;2;1;1;620000;1;1;1;2;1;80000;1
7122890-1;2;2;4;32;1;3;2;1;872916;2;1;1;1;1;0;1
7122891-1;0;1;5;27;1;1;2;1;1514500;2;1;1;2;1;0;0
7122897-1;0;2;4;71;1;1;1;4;325000;0;1;1;2;1;136500;1
7122899-1;3;1;4;61;1;4;1;1;2504166;2;1;1;3;2;48000;5
7122900-1;2;2;4;47;1;3;0;1;1565324;0;1;1;2;1;0;0
7122902-1;1;2;4;72;1;3;1;4;370000;0;0;1;3;2;60000;1
7122904-1;1;2;6;31;1;2;1;4;780000;2;1;1;4;3;60000;2
7122905-1;3;2;2;27;1;4;1;4;102500;2;1;1;3;2;30000;0
7122907-1;1;2;3;73;1;5;1;4;1241000;0;0;1;4;3;90000;1
7122909-1;0;1;3;67;1;1;0;1;600000;0;1;1;2;1;0;0
7122912-1;1;2;4;63;1;3;1;4;1000000;0;1;1;3;2;65000;0
7122915-1;1;2;4;69;1;7;1;4;688333;0;1;1;4;3;100000;0
7122918-1;1;2;3;84;1;4;1;5;875000;0;1;1;2;2;100000;0
7122923-1;2;2;3;53;1;4;1;4;1716666;0;1;1;3;2;58000;2
7122925-1;0;2;5;46;1;1;1;1;800000;2;3;2;3;1;55000;2
7122926-1;0;1;2;61;1;2;1;1;997000;2;2;1;3;2;65000;0
7122936-1;0;2;3;70;1;1;2;4;2642666;2;1;1;3;1;75000;0
7122940-1;2;2;2;41;1;4;2;4;1635833;2;1;1;4;3;170000;2
7122941-1;0;2;5;45;1;4;2;1;3225000;2;3;1;5;4;98000;2
7122945-1;0;1;5;26;1;5;0;4;1012500;2;1;1;2;2;0;0
7122951-1;2;2;4;35;1;3;1;1;463333;0;1;1;3;2;22000;0
7122953-1;0;1;4;36;1;1;1;1;900000;2;3;1;3;1;18000;0
7122955-1;1;2;3;62;1;2;1;4;508333;0;0;1;3;2;56000;0
7122959-1;5;2;4;50;1;8;1;4;1418333;0;1;1;5;3;63000;0
7122960-1;2;2;2;25;1;3;2;4;700000;2;3;1;3;2;52000;0
7122963-1;0;1;2;56;1;1;1;1;680000;0;1;1;2;1;30000;0
7122964-1;0;1;4;58;1;1;1;1;500000;0;1;1;2;1;12000;0
7122986-1;0;2;5;55;1;1;2;4;104166;0;0;1;2;1;27000;0
7122987-1;0;1;5;46;1;1;1;5;58333;0;0;1;2;1;50970;0
7122992-1;1;2;5;68;1;2;1;4;225000;0;0;1;3;2;47000;0
7122994-1;0;1;5;41;1;2;1;1;1625833;0;1;1;2;2;50000;0
7122996-1;0;1;5;53;1;2;1;6;350000;0;1;1;3;2;34000;0
7122997-1;0;2;3;75;1;1;1;5;150000;0;0;1;1;1;15000;0
7123002-1;0;1;5;49;1;1;1;1;270000;2;1;1;3;1;53000;0
7123003-1;0;2;4;65;1;2;1;4;222500;0;1;1;4;2;57000;2
7123004-1;2;2;4;50;1;5;1;4;590000;0;1;1;3;2;30000;4
7123006-1;2;1;4;47;1;3;1;1;510000;0;0;1;2;1;50000;2
7123007-1;0;1;5;23;1;4;1;2;322500;0;1;1;5;3;74000;0
7123008-1;1;2;3;62;1;2;1;1;130000;0;0;1;3;2;26590;0
7123009-1;1;2;4;50;1;3;1;1;1628000;0;1;1;4;2;51400;0
7123027-1;2;2;6;46;1;3;3;4;1798000;2;3;1;4;2;250000;3
7123029-1;2;2;4;39;1;3;2;4;0;2;3;1;3;3;129000;2
7123031-1;1;2;6;52;1;4;1;4;1300000;0;1;1;2;2;127000;2
7123037-1;0;1;5;19;1;2;3;3;0;2;3;1;4;3;260000;0
7123039-1;0;2;5;58;1;2;3;1;533333;2;1;1;3;1;200000;2
7123041-1;0;2;3;67;1;1;3;4;500000;0;1;1;3;1;95000;1
7123043-1;2;2;4;38;1;3;2;1;1021666;2;3;1;3;2;160000;4
7123046-1;2;2;5;44;1;4;2;1;1670000;2;3;1;3;2;100000;2
7123047-1;0;1;5;49;1;2;2;1;4705000;2;3;1;4;3;78000;0
7123055-1;0;1;5;31;1;2;3;1;0;2;1;1;3;2;131295;0
7123056-1;1;2;4;32;1;3;2;1;1660000;2;1;1;2;2;75000;1
7123061-1;2;2;3;56;1;4;2;4;0;2;1;1;2;2;189000;2
7123063-1;0;2;5;27;1;1;2;1;1550000;2;3;1;3;1;60000;1
7123068-1;3;2;4;26;1;5;1;4;826666;0;1;1;2;1;30000;0
7123070-1;1;2;2;48;1;2;1;4;350000;0;1;1;2;2;75000;1
7123072-1;1;2;4;42;1;2;2;1;360000;0;1;2;2;1;0;0
7123073-1;2;2;5;35;1;3;1;1;383000;2;1;1;1;1;0;0
7123079-1;2;1;3;74;1;8;2;1;3206500;1;1;1;2;2;80000;1
7123081-1;0;2;3;82;1;1;2;5;775000;0;1;1;3;1;42500;0
7123082-1;1;2;3;66;1;6;2;4;1705000;0;1;1;4;3;100000;1
7123083-1;0;2;4;56;1;2;2;4;650000;0;1;1;3;2;35000;2
7123085-1;1;2;5;92;1;3;2;5;1975833;0;0;1;2;2;70000;0
7123095-1;0;2;4;23;1;1;0;1;820000;2;3;1;1;1;0;0
7123098-1;0;2;5;61;1;3;2;1;1848666;2;3;1;3;2;70000;1
7123099-1;0;2;5;18;1;2;1;2;800000;2;1;2;1;1;0;0
7123100-1;0;2;4;54;1;4;2;1;2942500;2;3;1;3;2;70000;0
7123101-1;0;2;4;67;1;1;2;4;1000000;0;0;1;3;2;120000;1
7123102-1;3;2;3;42;1;4;1;1;1182500;2;1;1;2;1;35000;0
7123104-1;3;2;4;49;1;5;1;1;1050000;2;1;1;2;2;0;1
7123105-1;0;1;3;75;1;1;1;4;300000;0;1;1;2;1;35000;0
7123107-1;2;2;6;54;1;3;1;4;536666;0;3;1;3;3;70000;0
7123108-1;0;2;4;61;1;2;2;1;1400000;0;1;1;2;2;35000;0
7123109-1;0;2;4;50;1;1;2;1;641666;0;1;1;3;1;120000;0
7123111-1;0;2;4;60;1;1;2;1;660000;0;1;1;3;1;37000;0
7123118-1;0;1;5;42;2;1;6;1;1858333;2;3;1;3;1;0;0
7123123-1;0;1;6;55;2;1;6;1;1212500;2;1;1;1;1;0;0
7123125-1;0;1;6;71;2;1;6;1;1450000;0;1;1;3;1;60000;0
7123138-1;0;1;5;41;2;2;4;1;2610000;2;1;1;4;2;0;1
7123140-1;2;2;4;36;2;5;6;1;5265000;2;1;1;3;3;80000;2
7123143-1;0;1;6;49;2;1;6;1;20000;2;3;1;4;1;200000;2
7123144-1;0;2;5;86;2;1;0;5;845000;0;1;1;2;1;24000;1
7123146-1;0;1;5;55;2;1;6;1;900000;0;1;1;1;1;0;0
7123150-1;0;2;5;42;2;1;5;1;0;2;3;1;3;1;60000;2
7123158-1;3;2;2;26;3;3;1;4;595000;2;0;1;3;2;36000;2
7123160-1;0;1;5;22;3;1;1;3;66666;2;3;1;2;1;16000;2
7123162-1;0;1;5;49;3;1;1;1;866648;0;1;1;1;1;25000;0
7123169-1;0;2;3;83;3;1;2;4;2075000;0;1;1;4;1;22000;0
7123172-1;0;2;3;67;3;2;1;4;392500;0;1;1;4;1;32000;0
7123173-1;1;2;4;54;3;3;1;1;6514583;2;3;1;3;2;30000;0
7123174-1;1;2;4;42;3;2;1;1;1000000;2;1;1;3;2;58000;0
7123175-1;1;2;4;40;3;2;1;1;1127000;0;1;1;3;2;70000;0
7123177-1;0;2;4;59;3;1;1;1;500000;0;1;1;2;1;32000;0
7123178-1;1;2;5;22;3;2;1;1;1015000;2;1;1;1;1;10000;0
7123179-1;0;2;5;31;3;1;1;1;1866666;2;3;1;1;1;17000;2
7123180-1;0;1;5;25;3;1;1;1;1005500;2;3;1;2;1;15000;0
7123181-1;0;1;5;21;3;1;1;1;1750000;2;3;1;2;1;10000;0
7123185-1;0;1;5;48;3;1;1;1;800000;2;1;1;1;1;10000;0
7123186-1;2;2;2;25;3;3;1;4;985000;0;1;1;3;2;17000;0
7123187-1;3;2;4;32;3;3;1;4;175000;0;1;1;3;2;55000;0
7123188-1;0;2;4;38;3;1;1;1;516666;1;1;1;3;1;9000;0
7123189-1;0;1;4;69;3;1;1;4;735000;2;1;1;2;1;12000;0
7123190-1;0;1;4;75;3;1;1;1;765000;0;1;1;1;1;47700;0
7123191-1;0;1;4;42;3;1;1;1;600000;2;1;1;1;1;30000;0
7123193-1;0;2;2;49;3;2;1;4;2970000;2;1;1;4;1;20000;0
7123194-1;1;2;4;64;3;2;1;4;1035000;0;0;1;4;2;15000;0
7123195-1;2;2;4;43;3;3;3;4;661500;2;1;1;3;2;92000;0
7123199-1;1;2;6;23;3;2;1;1;684000;2;1;1;3;2;30000;1
7123200-1;0;1;4;57;3;3;1;1;800000;0;1;1;3;2;25000;0
