Codigo;Hijos;Sexo Jefe;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge;Region;Cantidad de personas;Estrato vivienda;Trabajo Jefe;Trabajo conyuge;Ingresos totales;Uso tecnologia Jefe;Uso tecnologia conyuge;Edu Jefe;Edu Conyuge;Afiliacion salud;N cuartos;N cuartos dormir;Valor Electricidad;N usos Lavadora
7152286-1;1;1;2;2;32;24;6;2;1;1;4;1000000;2;2;3;1;1;1;1;45000;0
7152288-1;0;1;2;6;24;22;6;2;1;4;1;500000;2;2;1;3;2;2;1;40000;2
7152289-1;4;1;2;2;42;40;6;6;1;1;4;800000;2;2;1;1;1;4;3;80000;2
7152291-1;3;1;2;6;42;33;6;5;1;1;4;828116;2;2;1;1;1;3;2;58000;2
7152293-1;1;1;2;2;59;57;6;3;1;1;4;1668666;0;0;1;1;1;4;2;40000;0
7152293-2;3;1;2;2;40;27;6;5;1;1;4;1405666;2;2;1;1;1;2;1;30000;0
7152294-1;2;1;2;2;51;41;6;5;1;1;4;3633166;0;0;1;1;1;4;3;40000;2
7152296-1;0;1;2;2;54;59;6;5;1;1;5;2660000;0;0;0;0;1;3;2;40000;0
7152302-1;1;1;2;2;61;58;6;3;1;1;4;2611166;0;0;1;1;1;4;2;52000;0
7152303-1;1;1;2;2;32;24;6;3;1;1;4;1485333;2;2;1;1;1;3;2;49000;3
7152305-1;1;1;2;2;42;34;6;3;1;1;1;1684300;2;0;1;1;1;3;2;56000;3
7152310-1;1;1;2;2;62;35;6;3;1;1;4;1114000;0;0;1;1;1;3;2;40000;2
7152312-1;4;1;2;2;34;29;6;6;0;1;4;1148333;0;2;1;1;1;3;2;0;0
7152313-1;0;1;2;6;76;62;6;2;2;6;4;963116;0;2;1;1;1;3;1;40000;2
7152314-3;1;1;2;1;28;31;6;3;1;1;4;1367500;2;2;1;1;1;2;1;69816;0
7152315-1;1;1;2;2;49;36;6;4;2;1;1;1829500;0;2;1;1;1;3;3;40000;2
7152316-1;0;1;2;2;65;63;6;2;2;1;4;327500;0;0;1;1;1;2;1;27500;0
7152316-2;1;1;2;1;57;28;6;3;2;1;4;1340500;0;2;1;3;1;2;1;27500;0
7152318-1;1;1;2;6;63;52;6;3;1;1;4;8033333;0;0;1;1;1;4;2;47000;2
7152322-1;2;1;2;1;34;29;6;4;1;1;1;1600000;2;2;1;1;1;2;2;40000;2
7152323-1;4;1;2;6;55;56;6;6;1;1;4;3830833;2;0;1;0;1;4;3;60000;3
7152324-1;2;1;2;2;25;29;6;5;1;1;4;3420533;2;2;3;3;1;4;3;40000;2
7152325-1;1;1;2;6;31;22;6;3;1;1;4;1037333;2;2;1;1;1;3;2;25000;2
7152329-1;1;1;2;6;32;31;6;3;1;1;1;5675333;2;2;3;3;1;3;2;45000;2
7152330-1;2;1;2;1;33;33;6;4;1;1;1;1798333;2;2;1;3;1;3;2;100000;2
7152331-1;0;1;2;2;51;60;6;2;1;1;4;750000;0;2;1;1;1;4;2;30000;2
7152333-1;0;1;2;6;35;32;6;2;1;1;1;6000000;2;2;3;3;1;3;1;85000;2
7152335-1;2;1;2;2;49;50;6;4;1;1;1;2647000;2;2;1;1;1;3;2;70000;3
7152342-1;2;1;2;2;52;38;6;5;1;1;4;1307516;2;0;1;1;1;3;2;45000;3
7152344-1;0;1;2;6;78;74;6;2;1;1;4;846666;0;0;0;1;1;3;1;80000;2
7152345-1;3;1;2;2;46;46;6;5;1;4;4;950949;2;2;1;1;1;5;4;50000;2
7152346-1;1;1;2;6;42;26;6;2;1;1;4;1567000;2;0;1;3;1;2;1;61000;2
7152348-1;1;1;2;2;22;18;6;3;0;1;4;1172000;0;2;1;3;1;1;1;15000;0
7152349-1;2;2;1;1;41;31;6;5;1;4;1;938666;0;2;1;1;1;4;3;126000;3
7152350-1;1;1;2;2;24;17;6;3;0;1;4;1300666;2;2;1;1;1;1;1;15000;0
7152352-1;1;1;2;2;25;17;6;3;1;1;4;1412333;2;2;1;1;1;1;1;40390;0
7152353-1;11;1;2;2;55;46;6;16;1;1;4;1728449;2;0;1;1;1;4;3;50000;0
7152355-1;4;1;2;2;34;47;6;6;1;1;4;1637666;2;0;1;0;1;1;1;30000;4
7152357-1;3;1;2;2;85;71;6;6;1;5;4;1420000;0;0;0;0;1;4;4;35000;0
7152359-1;0;1;2;2;85;61;6;2;1;4;4;438333;0;0;0;0;1;2;1;70000;0
7152362-1;3;1;2;2;48;34;6;6;1;1;4;1156666;2;0;1;1;1;3;2;10000;3
7152364-1;0;1;2;2;49;28;6;2;1;1;4;1150000;1;2;1;1;1;2;1;20000;0
7152365-1;0;1;2;6;77;79;6;3;1;1;4;492500;0;0;0;0;1;1;1;20000;2
7152367-1;1;1;2;2;35;33;6;3;0;1;4;928000;2;0;1;1;1;2;1;25000;0
7152369-1;3;1;2;2;58;41;6;5;1;6;4;1310833;0;0;1;1;1;3;2;35000;0
7152371-1;0;1;2;1;17;17;6;2;0;1;4;750000;2;2;1;1;1;2;1;16302;0
7152372-1;2;1;2;2;28;28;6;4;1;1;4;1364666;2;2;1;1;1;2;2;40000;0
7152375-1;4;1;2;2;39;36;6;6;0;1;4;1662666;2;2;1;3;1;3;2;45000;0
7152376-1;4;2;1;2;41;58;6;6;1;4;1;779000;0;0;1;1;1;4;3;3500;0
7152377-1;0;1;2;2;73;63;6;2;0;1;5;590000;0;0;1;0;1;2;1;40000;0
7152379-1;1;1;2;2;43;33;6;3;1;1;4;1290000;0;0;1;1;1;3;2;35000;0
7152380-1;1;1;2;2;41;38;6;3;1;1;4;1770666;0;0;1;0;1;3;2;35000;0
7152382-1;2;1;2;1;40;31;6;4;1;1;4;991666;2;2;0;1;1;3;2;116000;0
7152387-1;1;1;2;2;36;36;6;3;2;1;1;2750000;2;2;1;1;1;4;2;90000;2
7152391-1;0;1;2;6;32;27;6;2;2;1;1;3200000;2;2;1;3;1;3;1;35000;2
7152395-1;0;1;2;2;42;31;6;2;2;1;4;1055000;2;2;1;3;1;3;1;40000;3
7152396-1;1;1;2;2;41;37;6;3;2;1;4;9041666;2;2;1;1;1;3;2;35000;2
7152397-1;0;1;2;6;86;81;6;2;1;4;4;233333;0;0;0;1;1;3;1;9000;1
7152403-1;1;1;2;2;33;40;6;3;2;2;4;140500;0;0;1;0;1;4;1;20000;0
7152405-1;1;1;2;2;35;26;6;3;2;1;4;1243333;2;2;1;1;1;4;2;70000;2
7152407-1;1;1;2;6;51;38;6;3;2;1;4;1823000;0;2;1;3;1;3;2;23000;2
7152415-1;2;1;2;2;46;36;6;4;1;1;1;1151833;0;2;1;1;1;3;2;20000;0
7152416-1;2;1;2;6;41;40;6;4;2;1;1;3763833;2;2;1;1;1;3;2;22000;2
7152417-1;2;1;2;1;59;43;6;4;2;1;1;1441833;0;2;1;1;1;4;2;40000;3
7152418-1;2;1;2;6;59;56;6;4;2;1;5;2015000;0;0;1;1;1;3;2;23000;0
7152421-1;4;1;2;6;54;50;6;6;2;1;4;1918500;0;2;2;1;1;4;3;35000;2
7152422-1;2;1;2;1;49;48;6;4;2;1;4;2465000;0;2;1;1;1;5;4;40000;1
7152423-1;1;1;2;6;63;63;6;3;2;1;4;1750500;0;2;1;1;1;3;2;30000;0
7152425-1;1;1;2;1;58;63;6;4;3;1;5;9717500;2;2;3;3;1;6;2;50000;2
7152439-1;0;1;2;6;69;62;6;5;1;1;4;390000;0;0;0;0;1;4;3;125000;2
7152441-1;1;1;2;2;25;15;6;3;1;1;4;200000;0;0;1;1;1;3;2;35000;0
7152454-1;3;1;2;2;61;71;1;6;2;6;4;1316666;0;0;1;1;1;5;4;62000;0
7152456-1;1;1;2;6;57;57;1;3;1;1;4;750000;2;0;1;3;1;2;1;62000;2
7152459-1;2;1;2;2;31;25;1;4;1;1;4;1225000;2;2;1;1;1;3;2;50000;2
7152462-1;4;1;2;2;44;33;1;5;1;1;4;1696333;2;2;3;3;1;3;2;59000;2
7152463-1;1;1;2;6;50;51;1;3;1;1;4;900000;0;0;1;1;1;2;1;30000;2
7152464-1;0;1;2;6;60;47;1;2;1;1;2;1916666;1;2;3;1;1;3;2;120000;2
7152466-1;1;1;2;2;65;55;1;3;2;1;1;1888666;2;2;1;1;1;4;2;65000;0
7152471-1;1;1;2;6;35;30;1;3;2;1;3;5966666;2;2;3;3;1;4;1;120000;2
7152472-1;2;1;2;2;50;43;1;4;1;1;4;2433333;2;2;1;1;1;4;3;75500;3
7152474-1;0;1;2;2;55;57;1;2;1;1;4;1504000;0;0;1;3;1;4;1;24500;3
7152478-1;2;1;2;2;36;34;1;5;1;1;4;1150000;1;1;1;1;1;3;2;65000;3
7152479-1;3;1;2;2;35;35;1;5;1;1;4;1150000;0;0;3;1;1;4;3;80000;0
7152483-1;0;1;2;2;47;52;1;4;1;1;4;386666;0;0;1;1;1;2;2;42807;0
7152484-1;0;1;2;2;59;49;1;2;1;1;4;380000;0;0;0;1;2;2;1;7000;0
7152486-1;3;1;2;2;41;31;1;5;1;1;4;1172500;0;0;1;1;1;3;2;40235;3
7152487-1;3;1;2;2;47;33;1;5;1;1;4;531666;0;0;1;1;1;2;2;10000;1
7152490-1;3;1;2;2;50;45;1;6;1;1;4;580500;0;0;0;1;1;3;2;6000;0
7152495-1;1;1;2;2;53;45;1;3;1;1;4;700000;0;0;1;1;1;3;2;27000;1
7152502-1;2;1;2;2;36;35;1;4;0;1;4;430000;0;0;1;1;1;3;2;72878;0
7152511-1;0;1;2;2;33;25;1;2;0;1;4;410000;0;0;0;1;2;2;1;0;0
7152513-1;0;1;2;2;45;42;1;2;0;1;1;1410250;0;1;1;3;1;3;1;37000;2
7152516-1;0;1;2;6;71;68;1;2;1;1;4;890000;0;0;1;1;1;4;1;45000;1
7152530-1;0;1;2;6;54;56;1;3;2;5;4;1483333;2;2;1;3;1;4;2;83000;0
7152531-1;3;1;2;2;38;30;1;5;1;1;4;1121666;0;2;1;1;1;2;1;19000;1
7152532-1;1;1;2;6;59;64;1;6;1;1;4;2215000;0;0;1;1;1;3;2;28000;2
7152533-1;0;1;2;2;51;38;1;2;1;1;1;1250000;0;0;1;1;1;3;1;28000;0
7152536-1;2;1;2;2;40;23;1;4;1;1;4;1031666;0;0;1;1;1;2;1;25000;1
7152537-1;1;1;2;6;37;24;1;3;1;1;4;2543333;2;0;3;1;1;3;1;37000;1
7152539-1;0;1;2;2;69;65;1;5;1;1;4;980833;0;0;0;1;1;4;3;37000;0
7152540-1;5;1;2;2;54;28;1;7;0;1;4;650000;0;0;1;1;2;3;2;15000;0
7152541-1;1;2;1;2;71;74;1;6;1;4;4;596666;0;0;0;0;1;4;4;45000;3
7152543-1;4;1;2;2;42;38;1;6;1;1;4;905000;0;0;1;1;1;3;2;24000;0
7152544-1;1;1;2;6;44;44;1;3;2;1;4;1067500;2;2;1;1;1;3;2;30000;0
7152545-1;0;1;2;6;38;38;1;2;2;1;1;6500000;2;2;3;3;1;3;1;75000;1
7152546-1;1;2;1;2;57;60;1;3;2;4;1;1450000;2;2;3;3;1;5;2;120000;2
7152549-1;1;1;2;2;68;55;1;3;1;1;4;1250000;0;0;0;1;1;3;2;15000;0
7152550-1;3;2;1;2;28;45;1;5;0;4;1;735000;2;2;1;1;1;1;1;25000;2
7152552-1;2;1;2;2;31;24;1;4;1;1;4;425166;0;0;1;1;1;2;2;15000;0
7152554-1;2;1;2;2;34;25;1;4;1;1;4;410000;0;0;1;1;1;3;3;20000;0
7152557-1;2;1;2;2;60;57;1;6;0;2;4;1058333;0;0;0;0;1;3;2;15000;1
7152558-1;0;2;1;6;71;67;1;2;1;4;4;1511000;0;0;1;1;1;4;3;20000;2
7152559-1;1;1;2;2;88;74;1;5;0;5;5;425000;0;0;0;0;1;3;2;20000;0
7152575-1;2;1;2;2;36;43;1;4;0;1;4;393000;0;0;1;1;1;2;1;8555;0
7152576-1;2;1;2;2;41;28;1;3;0;1;4;616666;0;0;1;1;1;3;1;114143;0
7152577-1;0;1;2;2;55;40;1;2;1;1;4;1370000;1;0;1;1;1;3;1;56480;2
7152579-1;0;1;2;2;33;33;1;2;1;2;4;1700000;2;0;3;3;2;3;1;40000;0
7152581-1;4;1;2;2;48;48;1;6;0;1;4;832000;0;0;1;1;1;4;3;16997;2
7152583-1;2;2;1;2;52;54;1;4;1;4;2;1115000;0;0;3;1;1;3;2;38000;0
7152584-1;1;1;2;6;60;61;1;3;1;6;1;5859983;0;2;1;3;1;5;2;189000;3
7152587-1;0;1;2;2;69;65;1;3;1;5;4;465000;0;0;0;0;1;4;2;13420;0
7152589-1;2;1;2;6;47;38;1;4;2;1;1;3841666;0;2;1;3;1;3;2;50000;2
7152590-1;2;1;2;2;53;41;1;7;1;1;4;1010000;0;0;0;1;2;4;3;76225;0
7152591-1;1;1;2;2;24;19;1;3;1;1;4;700000;2;2;1;1;1;4;1;84000;3
7152592-1;2;2;1;2;82;89;1;4;1;5;5;1030000;0;0;1;0;1;4;3;11000;0
7152595-1;2;1;2;2;66;64;1;4;1;1;4;667500;0;0;1;1;1;4;3;14000;0
7152596-1;2;1;2;2;38;28;1;4;1;1;4;711166;0;0;1;1;1;2;1;95030;0
7152597-1;2;1;2;2;53;49;1;5;1;5;4;2175000;0;0;1;1;1;3;2;17000;3
7152600-1;3;2;1;6;54;54;1;5;1;4;1;1191666;0;0;1;1;1;3;2;25000;0
7152601-1;1;1;2;2;59;53;1;3;1;1;4;612500;0;0;1;1;1;3;2;17000;0
7152602-1;0;1;2;2;52;34;1;2;1;1;4;950000;0;2;1;3;1;3;1;93309;3
7152605-1;2;1;2;2;39;40;1;4;1;1;4;637500;0;0;1;1;1;2;1;20000;0
7152606-1;5;1;2;2;41;34;1;9;1;1;4;1450833;0;0;0;1;1;4;3;52000;4
7152607-1;3;1;2;2;40;34;1;5;1;1;4;758333;2;2;3;3;2;3;2;28000;4
7152608-1;4;1;2;2;53;37;1;6;1;1;4;873000;0;0;1;1;1;3;2;27000;0
7152609-1;3;1;2;2;59;42;1;6;1;1;4;1120000;0;0;0;1;1;3;2;20000;3
7152610-1;2;1;2;2;38;27;1;4;1;1;4;678000;0;2;1;1;2;3;2;12000;0
7152611-1;5;1;2;2;35;39;1;7;1;1;4;814500;2;2;1;1;1;4;3;45000;2
7152613-1;0;1;2;2;57;61;1;2;1;1;4;900000;2;2;1;1;1;3;1;21000;2
7152614-1;1;1;2;2;35;30;1;4;1;1;4;618500;0;2;1;1;1;3;2;43000;2
7152615-1;3;1;2;2;30;26;1;5;1;1;4;900000;0;0;0;1;1;3;2;25000;3
7152617-1;0;1;2;2;27;22;1;2;1;1;4;600000;0;0;1;1;2;3;1;20000;0
7152619-1;3;1;2;2;28;26;1;5;1;1;4;1042000;0;2;1;1;1;3;2;32000;2
7152622-1;3;1;2;2;53;50;1;5;1;1;4;1735000;0;0;1;1;1;5;4;77400;0
7152625-1;2;1;2;2;27;34;1;3;1;1;4;997500;0;0;1;1;1;3;2;20000;3
7152626-1;1;1;2;2;64;64;1;5;1;1;1;788333;0;0;0;1;1;3;2;17000;0
7152627-1;1;1;2;6;84;76;1;3;1;4;4;679166;0;0;1;1;1;6;2;63410;3
7152628-1;1;1;2;2;38;36;1;3;1;1;4;918000;2;2;1;1;2;5;3;50000;2
7152632-1;0;1;2;2;55;53;1;3;1;1;4;550833;0;0;1;1;1;4;2;23620;0
7152633-1;3;1;2;2;43;28;1;5;1;1;4;780000;0;2;0;1;1;2;1;65344;2
7152634-1;2;1;2;6;32;26;1;4;1;1;4;532500;0;0;1;1;1;3;1;13000;0
7152636-1;0;1;2;6;65;47;1;2;1;1;4;600000;0;0;1;1;1;3;2;10000;0
7152637-1;3;1;2;2;27;23;1;4;1;1;4;630000;2;2;1;1;1;1;1;86975;2
7152639-1;2;1;2;2;31;19;1;4;1;1;4;570000;0;0;0;1;1;3;2;8370;0
7152642-1;0;2;1;6;45;60;4;2;1;1;1;10767250;2;2;3;3;1;5;2;35600;1
7152646-1;2;1;2;6;34;36;4;4;1;1;1;6000000;2;2;3;3;1;4;3;114000;2
7152647-1;3;2;1;2;39;39;4;5;1;1;1;2705000;2;2;3;2;1;3;2;32000;0
7152648-1;8;1;2;2;51;52;4;12;1;4;4;1433000;1;0;1;0;1;4;4;74000;3
7152652-1;2;2;1;2;31;30;4;4;1;2;1;1352416;2;2;3;3;1;3;2;25000;2
7152653-1;1;2;1;2;39;45;4;5;1;1;1;2366666;2;0;1;1;1;5;4;100000;2
7152654-1;0;1;2;6;64;64;4;2;1;6;1;5550000;2;2;3;3;1;4;1;36000;0
7152655-1;2;1;2;6;60;58;4;4;1;1;1;15816666;2;2;3;3;1;5;4;130000;2
7152659-1;1;2;1;6;59;63;4;3;1;4;1;1599333;2;0;1;1;1;3;2;63000;1
7152661-1;2;1;2;2;28;27;4;4;1;1;4;1423000;2;2;3;3;1;3;2;35000;2
7152662-1;3;2;1;2;33;42;4;4;1;1;1;1210000;2;0;1;3;1;5;2;46800;2
7152664-1;1;2;1;2;53;46;4;4;1;4;1;2342500;2;0;1;1;1;6;5;80000;0
7152666-1;2;2;1;2;34;38;4;5;1;4;1;890000;0;0;1;1;1;3;2;43820;2
7152671-1;0;2;1;2;60;56;4;2;1;4;1;472500;0;0;1;0;1;4;1;27000;0
7152676-1;2;1;2;2;56;37;4;4;1;1;4;4511973;2;2;2;3;1;3;2;35000;2
7152677-1;2;2;1;2;26;35;4;4;1;4;1;845000;2;2;3;1;1;2;1;13000;2
7152683-1;2;2;1;2;57;58;4;4;1;4;1;1152500;0;0;1;1;1;5;3;45000;0
7152684-1;2;2;1;1;30;32;4;4;1;1;1;1937000;2;2;1;1;1;4;2;52000;1
7152686-1;4;2;1;2;30;37;4;7;1;1;1;2082500;0;0;1;0;1;4;3;58000;2
7152693-1;0;1;2;6;63;54;4;2;1;1;4;264166;0;0;1;1;1;3;1;34000;2
7152707-1;1;1;2;2;35;20;9;3;1;4;4;200000;0;0;2;1;1;1;1;38687;1
7152714-1;1;2;1;2;51;41;9;5;1;4;2;450000;0;0;1;1;1;2;1;43700;0
7152716-1;3;1;2;6;48;36;9;5;2;1;4;0;2;0;1;3;2;3;2;50000;0
7152717-1;2;1;2;6;49;48;9;4;2;1;4;1000000;0;0;1;1;1;4;3;30000;1
7152721-1;0;1;2;2;36;31;9;2;0;1;1;1000000;2;0;1;1;1;4;1;30000;1
7152722-1;1;1;2;2;45;41;9;3;0;1;4;500000;0;0;1;1;1;3;1;80000;0
7152723-1;2;2;1;2;27;32;9;4;0;4;2;766666;2;0;1;1;1;4;2;30000;0
7152724-1;0;1;2;2;33;29;9;2;0;1;4;400000;0;0;1;1;1;3;1;80000;0
7152729-1;4;1;2;6;44;59;9;6;1;1;4;1297500;0;0;1;1;1;3;2;20000;0
7152733-1;1;1;2;2;45;39;9;3;1;1;1;1832000;0;0;1;3;1;1;1;60000;0
7152736-1;4;1;2;2;62;37;9;6;2;1;4;2000000;0;0;1;1;1;6;6;120000;2
7152742-1;2;1;2;2;65;57;9;6;2;4;1;4298666;0;2;1;1;1;6;6;120000;2
7152745-1;1;1;2;2;25;21;9;3;0;1;4;840000;2;2;1;1;1;4;2;78000;0
7152747-1;2;2;1;2;31;37;9;4;2;4;1;2900000;0;0;1;1;1;5;3;100000;2
7152748-1;0;2;1;2;29;29;9;2;1;4;1;300000;0;0;1;1;1;3;1;140000;0
7152749-1;3;1;2;2;38;33;9;5;1;1;4;1232000;2;0;1;1;1;4;2;30000;0
7152752-1;1;1;2;2;25;21;9;3;1;1;1;800000;2;2;1;1;1;2;1;50000;0
7152754-1;2;1;2;2;55;42;9;4;2;1;1;4849333;2;2;3;1;1;6;3;75000;0
7152756-1;1;1;2;2;56;48;9;3;2;1;4;2500000;2;0;3;1;1;3;3;47000;2
7152759-1;2;1;2;2;56;43;9;4;3;1;4;2300000;2;0;1;1;1;4;4;183000;2
7152762-1;3;1;2;2;53;31;9;5;1;1;4;1190000;0;0;1;1;1;3;2;30000;0
7152766-1;2;2;1;6;54;38;9;4;3;1;1;22600000;2;2;3;3;1;4;4;121900;2
7152772-1;1;1;2;2;37;42;9;3;3;1;1;2000000;2;2;3;1;1;3;2;100000;2
7152773-1;1;1;2;6;48;36;9;3;2;1;1;7500000;2;2;2;3;1;5;3;600000;1
7152778-1;0;1;2;6;67;54;9;2;1;1;1;700000;0;0;1;1;1;3;1;45000;0
7152780-1;1;1;2;2;26;27;9;3;0;1;4;600000;0;0;1;1;1;4;2;80000;0
7152788-1;0;1;2;2;40;41;9;2;1;1;4;400000;0;0;1;1;1;3;1;80000;0
7152790-1;3;1;2;2;29;30;9;5;0;1;4;1040000;0;0;1;1;1;2;1;99540;0
7152793-1;1;1;2;2;23;22;9;3;0;1;4;700000;2;2;1;1;1;2;1;33278;0
7152795-1;0;1;2;2;37;34;9;2;1;1;1;900000;0;0;1;1;1;2;1;25000;0
7152798-1;2;1;2;2;60;56;9;4;1;1;4;450000;0;0;1;0;1;2;2;18000;0
7152802-1;0;1;2;2;56;58;9;2;1;1;4;950000;0;0;1;1;1;3;1;25000;0
7152803-1;3;1;2;2;36;44;9;5;0;6;4;105000;0;0;1;1;1;2;1;9522;0
7152804-1;2;1;2;2;33;25;9;4;0;1;4;1325000;0;0;3;1;1;2;1;15881;0
7152805-1;4;1;2;2;59;50;9;9;0;4;4;866666;0;0;1;1;1;4;4;113851;0
7152830-1;2;1;2;2;28;22;9;4;1;1;4;390000;0;0;1;1;1;3;2;10000;0
7152832-1;2;1;2;6;54;42;9;4;1;1;4;1200000;0;0;1;1;1;3;2;40000;0
7152835-1;3;1;2;6;35;28;9;5;1;1;4;530000;2;2;0;1;2;3;2;60000;0
7152836-1;2;1;2;2;32;24;9;4;1;1;4;697500;2;2;1;1;2;2;2;25000;0
7152837-1;0;1;2;2;64;61;9;3;1;1;4;845000;0;0;1;1;1;4;2;115000;0
7152839-1;2;1;2;2;40;30;9;4;1;1;4;454000;0;0;1;1;1;1;1;6000;0
7152840-1;3;2;1;2;42;38;9;6;1;1;1;830000;2;0;1;1;1;6;4;45000;0
7152844-1;3;1;2;2;46;38;9;5;1;2;1;1220000;2;2;1;3;1;2;2;54000;2
7152846-1;1;1;2;2;33;29;9;3;1;3;4;2205000;2;2;3;3;1;2;1;35000;1
7152847-1;2;1;2;1;34;35;9;4;1;1;4;250000;2;2;3;2;2;2;1;50000;0
7152849-1;2;1;2;2;34;37;9;5;1;1;1;689166;0;2;1;1;1;1;1;118000;0
7152851-1;2;1;2;2;33;26;9;4;1;1;1;8680000;2;2;3;3;1;2;2;180000;2
7152852-1;1;1;2;2;43;31;9;3;1;1;1;9607500;2;2;3;3;1;3;2;150000;3
7152853-1;2;1;2;6;41;42;9;4;1;1;4;1402969;2;2;3;3;1;2;2;380000;2
7152854-1;1;1;2;6;39;41;9;3;1;1;4;0;2;2;3;3;1;2;1;50000;0
7152855-1;4;1;2;2;34;38;9;6;1;1;4;1463333;2;0;3;3;1;2;1;75000;0
7152856-1;3;1;2;2;30;27;9;5;1;1;4;1935000;0;0;1;1;1;3;2;35000;0
7152858-1;1;1;2;2;47;42;9;2;1;1;1;650000;0;2;1;3;1;1;1;30000;0
7152864-1;1;1;2;6;55;48;9;3;2;1;4;3700000;2;2;1;1;1;3;2;63000;2
7152867-1;1;1;2;6;48;47;9;3;2;1;4;1872500;2;0;3;1;1;3;2;70000;1
7152868-1;1;1;2;6;30;18;9;3;1;1;4;570000;2;0;1;3;1;3;1;6000;3
7152869-1;2;1;2;2;40;30;9;4;2;1;1;7512500;2;2;3;3;1;3;2;77000;2
7152870-1;2;1;2;6;45;39;9;4;2;4;1;1690000;2;2;3;3;1;3;2;72000;0
7152871-1;1;2;1;2;34;45;9;3;1;1;2;1290833;2;2;3;3;1;3;2;45000;2
7152882-1;1;1;2;6;76;66;9;3;8;4;4;955000;0;0;1;0;1;4;3;13956;0
7152883-1;1;1;2;2;50;23;9;3;8;1;4;766666;0;0;1;1;1;2;1;0;0
7152886-1;0;1;2;2;57;53;9;2;8;1;4;733333;0;0;1;1;2;3;1;15107;0
7152887-1;4;1;2;6;45;42;9;8;8;1;4;1170666;0;1;0;1;1;7;6;109400;0
7152893-1;1;1;2;2;51;48;9;3;8;1;4;1950000;0;0;1;1;1;5;2;59770;0
7152895-1;3;1;2;2;32;35;9;5;8;1;4;775000;0;0;1;1;1;5;3;71539;0
7152897-1;3;1;2;2;31;30;9;5;1;1;4;900000;0;0;1;1;1;3;2;7000;2
7152904-1;2;1;2;2;40;36;9;4;1;1;4;875000;2;0;1;1;1;4;2;22000;4
7152907-1;1;1;2;6;37;36;9;3;8;4;4;795000;0;0;1;1;1;4;1;0;0
7152908-1;2;1;2;2;45;34;9;5;8;1;4;1870000;0;0;1;1;1;5;3;2320;0
7152911-1;0;1;2;2;58;50;9;2;8;1;4;540000;0;0;1;1;1;5;1;114306;2
7152920-1;1;2;1;2;24;24;9;3;1;1;2;858116;2;2;1;1;1;2;1;16000;2
7152921-1;1;1;2;6;46;45;9;3;1;1;1;340000;0;0;1;1;1;2;1;42000;0
7152925-1;0;1;2;6;62;67;9;2;1;1;4;500000;0;0;0;1;1;4;1;17000;0
7152929-1;4;1;2;6;34;36;9;7;1;1;4;1440000;0;0;1;1;2;3;2;10000;0
7152932-1;1;1;2;6;56;57;9;3;0;1;4;2735000;0;0;1;1;1;5;2;61000;0
7152934-1;2;1;2;2;32;33;9;4;0;1;1;2554666;0;2;1;1;1;4;3;5000;0
7152935-1;1;1;2;2;54;38;9;3;1;1;4;944583;2;0;1;0;1;3;2;34000;0
7152939-1;2;2;1;2;39;31;9;5;1;4;1;1965833;2;2;1;1;1;3;2;33000;0
7152944-1;1;1;2;2;43;30;9;3;1;1;1;905000;0;0;1;1;1;1;1;18000;0
7152947-1;0;1;2;2;21;18;9;2;1;1;4;950000;2;2;1;1;1;2;1;11000;0
7152949-1;0;1;2;6;47;46;9;2;0;1;1;3100000;0;0;1;1;1;3;1;18000;0
7152950-1;1;2;1;6;49;54;9;3;1;4;1;400000;0;0;1;1;1;8;2;16000;0
7152954-1;2;1;2;6;38;37;9;4;0;1;4;1995616;0;0;1;1;1;5;3;34000;3
7152956-1;1;1;2;2;20;23;9;3;1;1;4;830000;0;0;1;1;1;3;1;18000;0
7152959-1;2;1;2;6;59;58;9;4;1;1;4;1350000;0;0;1;1;1;7;4;22000;2
7152960-1;2;1;2;2;38;19;9;4;0;1;4;1380000;0;0;1;1;1;2;1;1800;0
7152961-1;1;1;2;6;62;56;9;7;1;1;1;2784723;0;0;1;1;1;6;5;45000;3
7152962-1;1;1;2;6;61;51;9;3;1;1;4;15200000;0;1;1;1;1;6;3;25000;2
7152963-1;4;1;2;6;46;45;9;7;8;5;4;3218333;0;0;1;1;1;4;3;35311;0
7152968-1;0;1;2;1;29;20;9;2;0;1;4;2016666;0;2;3;3;2;4;1;12000;0
7152970-1;3;1;2;2;26;34;9;6;1;1;1;1410000;0;0;1;1;1;4;4;26000;0
7152971-1;1;1;2;2;19;17;9;3;0;1;4;400000;0;0;1;1;1;4;1;5000;0
7152973-1;1;1;2;6;59;63;9;4;8;1;4;561666;0;0;0;1;1;1;1;25352;0
7152974-1;1;1;2;2;43;40;9;3;8;1;1;550000;0;0;1;1;1;3;2;96777;0
7152975-1;2;1;2;2;27;24;9;4;1;1;4;1200000;0;0;1;1;1;3;2;11000;3
7152976-1;1;1;2;2;36;35;9;5;1;1;4;800000;0;0;1;1;1;3;2;20000;3
7152977-1;0;1;2;2;21;16;9;2;0;1;4;1100000;0;0;1;1;1;5;1;7000;0
7152980-1;0;1;2;2;20;21;9;2;0;1;4;1128000;0;0;1;1;1;4;1;20000;0
7152982-1;0;1;2;2;63;50;9;2;8;1;1;1300000;0;0;0;1;1;1;1;89640;0
